dataset,alpha,RR@10,nDCG@10,AP@100
NFCorpus,0.76,0.5444186446508429,0.33448349840613095,0.14901769747402266
NFCorpus,0.77,0.5442675315740332,0.33355249813599913,0.14872159430283646
NFCorpus,0.78,0.5439149343948106,0.3336712858406131,0.14897772292335948
NFCorpus,0.79,0.5409221583370192,0.3329495890162969,0.1487974008945615
NFCorpus,0.8,0.5408054449850116,0.3324186495542573,0.1485910174532677
NFCorpus,0.81,0.540107621996167,0.33123665451283596,0.14838019920051962
NFCorpus,0.82,0.5389724310776943,0.3310198503205326,0.14824279627014747
NFCorpus,0.83,0.5402108211705735,0.32997362527187357,0.14766610937892757
NFCorpus,0.84,0.5408853014890167,0.3300676385216629,0.14770378867447523
NFCorpus,0.85,0.5410364145658264,0.32957519483481995,0.14748461057544127
NFCorpus,0.86,0.5401248218585681,0.3292054730379507,0.1473422836119012
NFCorpus,0.87,0.5389515455304931,0.3283299757907163,0.146320445013902
NFCorpus,0.88,0.5350250626566417,0.3271610784709531,0.14543101356383048
NFCorpus,0.89,0.5348874637574329,0.32695704728887065,0.14519548599212445
NFCorpus,0.9,0.5350643766278442,0.3268671428326784,0.14514421777692244
NFCorpus,0.91,0.532561796648484,0.3259710663203194,0.14483432544473285
NFCorpus,0.92,0.5335299031893461,0.3255306997440301,0.1447010927819806
NFCorpus,0.93,0.5355680868838764,0.32566860062577263,0.1444681732274654
NFCorpus,0.94,0.5354132881222666,0.325002571381589,0.14431821738947279
NFCorpus,0.95,0.535891198584697,0.32552420460679227,0.14412600511397253
NFCorpus,0.96,0.5367647058823531,0.3248036860133549,0.14400197617064683
NFCorpus,0.97,0.5387254901960786,0.3247637138166153,0.1441195163111727
NFCorpus,0.98,0.536295395351123,0.32428077858588816,0.14400800114937257
NFCorpus,0.99,0.5351479188166497,0.32299916043932775,0.14384171814718347
NFCorpus,1.0,0.5343776106934003,0.32221949931359495,0.1435792006544616
